stop_id,stop_code,stop_name,stop_lat,stop_lon
WA140,2814,"LARKIN / LAMING",  45.278639, -75.770573
WA160,2815,"LARKIN / CARROLL",  45.279480, -75.768421
WA180,2816,"LARKIN / ANDREA",  45.280820, -75.765510
WA200,0980,"LARKIN / ETTRICK",  45.282178, -75.763925
WA220,2819,"LARKIN / TRIPP",  45.284228, -75.760954
WA230,0979,"LARKIN / ORR",  45.284075, -75.760892
WA260,2820,"LARKIN / GREEN",  45.285617, -75.757265
WA280,1713,"GREENBANK / FALLOWFIELD",  45.287540, -75.756857
WA282,7217,"GREENBANK / HIGHBURY PARK",  45.276895, -75.750247
WA290,1851,"GREENBANK / LARKIN",  45.286372, -75.755738
WA305,0451,"GOLFLINKS / PONDHOLLOW",  45.258124, -75.721832
WA320,0964,"GREENBANK / MALVERN",  45.282906, -75.754126
WA325,0453,"GOLFLINKS / RUSTWOOD",  45.257148, -75.717399
WA334,0668,"CAMBRIAN / GREENBANK",  45.253155, -75.736360
WA336,0669,"CAMBRIAN / REGATTA",  45.252091, -75.738630
WA338,0671,"CAMBRIAN / RIVER MIST",  45.251242, -75.740811
WA340,0456,"GOLFLINKS / SILBRASS",  45.254923, -75.718347
WA345,2354,"GOLFLINKS S. / LONGFIELDS",  45.250973, -75.719637
WA353,2065,"CAMBRIAN / KILBIRNIE",  45.255306, -75.730993
WA359,2067,"KILBIRNIE / CHEYENNE",  45.252868, -75.729739
WA360,0745,"KILBIRNIE / BLACKLEAF",  45.251958, -75.728248
WA372,3381,"KILBIRNIE / CAIRNSMORE",  45.250223, -75.727202
WA374,3382,"KILBIRNIE / DUNDONALD",  45.248136, -75.725982
WA376,3383,"KILBIRNIE / RAMELTON",  45.246707, -75.722319
WA378,3384,"KILBIRNIE / STROMNESS",  45.244669, -75.721459
WA379,1040,"KILBIRNIE / KILMARNOCK",  45.242815, -75.725544
WA381,8503,"KILBIRNIE / MONDEGO",  45.242588, -75.726200
WA382,8490,"KILBIRNIE / GREENBANK",  45.242383, -75.729468
WA383,1276,"KILBIRNIE / CEDARDOWN",  45.244897, -75.721241
WA384,3387,"KILBIRNIE / SHADEHILL",  45.246993, -75.723624
WA430,0963,"MALVERN / GREENBANK",  45.283018, -75.754736
WA440,1750,"MALVERN / VENTNOR",  45.283053, -75.755213
WA450,2824,"MALVERN / TRIPP",  45.281574, -75.756909
WA460,2822,"MALVERN / THISTLEDOWN",  45.281296, -75.756977
WA470,2823,"SHERWAY / MALVERN",  45.280430, -75.758084
WA480,0962,"SHERWAY / BURNETT'S GROVE",  45.279127, -75.757031
WA490,0960,"SHERWAY / SWEETBRIAR",  45.279373, -75.757499
WA500,2825,"SHERWAY / DOLAN",  45.276970, -75.755988
WA510,2827,"SHERWAY / TEDWYN",  45.276192, -75.756699
WA515,2826,"SHERWAY / CONWAY",  45.275143, -75.757286
WA520,2828,"SHERWAY / VANESSA",  45.274433, -75.758838
WA540,2829,"SHERWAY / FABLE",  45.275038, -75.763304
WA552,0732,"FABLE / WHELAN",  45.276063, -75.763303
WA555,1131,"FABLE / MALVERN",  45.278099, -75.765010
WA565,1134,"MALVERN / AD. 100",  45.281295, -75.762407
WA570,1135,"MALVERN / AD. 101",  45.280296, -75.759552
WA580,0956,"EXETER / CHESTER",  45.270728, -75.753814
WA590,1133,"MALVERN / SHERWAY",  45.280369, -75.758455
WA600,0959,"EXETER / ANTLER",  45.271678, -75.753215
WA610,2831,"WESSEX / AMHERST",  45.272251, -75.752698
WA640,0958,"WESSEX / GLACIER",  45.273940, -75.752204
WA660,2833,"WESSEX / EXETER",  45.274273, -75.750874
WA670,2834,"WESSEX / GREENBANK",  45.274741, -75.749517
WA710,1711,"STRANDHERD / GREENBANK",  45.270405, -75.746962
WA730,2839,"STRANDHERD / JOCKVALE",  45.269202, -75.750164
WA750,1249,"GREENBANK / STRANDHERD",  45.269724, -75.746040
WA755,1248,"GREENBANK / MARKETPLACE",  45.269668, -75.745774
WA760,2800,"RIVER MIST / CAMBRIAN",  45.250843, -75.741087
WA762,2801,"RIVER MIST / BRAMBLING",  45.249125, -75.739675
WA766,2803,"RIVER MIST / EGRET",  45.247107, -75.737998
WA770,2805,"RIVER MIST / DUNDONALD",  45.244902, -75.736484
WA774,2807,"RIVER MIST / KILBIRNIE",  45.240822, -75.733981
WA778,2809,"KILBIRNIE / BREAKSTONE",  45.241560, -75.731681
WA815,0310,"JOCKVALE / AD. 3280",  45.264526, -75.739270
WA820,1273,"JOCKVALE / LONGFIELDS",  45.263487, -75.736137
WA822,0320,"JOCKVALE / AD. 3265",  45.264660, -75.739194
WA835,1325,"PONDHOLLOW / RIVERSTONE",  45.262981, -75.722926
WA850,1275,"RIVERSTONE / FENCEROW",  45.260238, -75.728429
WA855,1327,"PONDHOLLOW / SILVERTHORN",  45.260262, -75.722619
WA873,1984,"LONGFIELDS / BREN-MAUR WEST",  45.262504, -75.734059
WA874,0274,"LONGFIELDS / ABETTI",  45.258858, -75.730601
WA875,0747,"LONGFIELDS / RIVERSTONE",  45.259567, -75.730850
WA876,0624,"LONGFIELDS / CAMBRIAN",  45.256575, -75.728402
WA878,0746,"LONGFIELDS / GOLFLINKS",  45.256637, -75.728249
WA879,1113,"LONGFIELDS / KILSPINDIE",  45.249987, -75.717509
WA891,0434,"LONGFIELDS / GOLFLINKS S.",  45.250882, -75.720383
WA896,1542,"LONGFIELDS / BLACKLEAF",  45.253006, -75.725476
WB010,4081,"HIGHWAY 417 / GREENBANK",  45.348134, -75.788887
WB020,4080,"GREENBANK / IRIS",  45.346841, -75.788780
WB040,4084,"GREENBANK / MORRISON",  45.345388, -75.788590
WB050,2426,"GREENBANK / LISA",  45.343967, -75.788723
WB055,8319,"GREENBANK / BASELINE",  45.342203, -75.788668
WB080,4064,"GREENBANK / MONTEREY",  45.339847, -75.787511
WB100,1957,"GREENBANK / MEADOWBANK",  45.337633, -75.785944
WB120,4092,"GREENBANK / ASHGROVE",  45.336061, -75.785058
WB140,1689,"GREENBANK / BANNER",  45.332142, -75.782811
WB160,1684,"GREENBANK / CANFIELD",  45.329714, -75.781616
WB170,1958,"GREENBANK / CRAIG HENRY",  45.330281, -75.781660
WB180,1685,"GREENBANK / BELLMAN",  45.326535, -75.779794
WB200,1506,"GREENBANK / AD. 250",  45.324827, -75.778770
WB210,5844,"GREENBANK / AD. 251",  45.325376, -75.778763
WB220,1717,"GREENBANK / GIBBARD",  45.323255, -75.777782
WB285,5622,"MCCLELLAN / PAULA",  45.330825, -75.793965
WB290,4098,"MCCLELLAN / GRADY",  45.329027, -75.792737
WB295,5629,"MCCLELLAN / NANCY",  45.331173, -75.794136
WB300,1672,"MCCLELLAN / CRAMER",  45.329044, -75.792494
WB310,5201,"MCCLELLAN / HOBART",  45.326934, -75.790416
WB330,5203,"MCCLELLAN / RIVERBROOK",  45.325611, -75.787385
WB350,5205,"MCCLELLAN / CAMWOOD",  45.325074, -75.785030
WB370,5780,"MCCLELLAN / MIDLAND",  45.323942, -75.782557
WB420,1670,"MCCLELLAN / SISKIN",  45.320725, -75.783146
WB429,2539,"SISKIN / RIVERBROOK",  45.319513, -75.785423
WB430,5208,"KNOXDALE / RIVERBROOK",  45.319431, -75.785308
WB440,8062,"BELLMAN / MCCLELLAN",  45.325171, -75.783358
WB460,6950,"BELLMAN / GREENBANK",  45.326791, -75.780429
WB530,5209,"BANNER / OAKMORE",  45.332413, -75.790207
WB540,5210,"BANNER / NANCY",  45.332282, -75.790897
WB550,5211,"BANNER / PARKMOUNT",  45.332266, -75.785224
WC010,4964,"TAVISTOCK / CARLING",  45.362807, -75.786249
WC030,5214,"TAVISTOCK / ELMHURST",  45.360847, -75.785164
WC050,5216,"TAVISTOCK / HENLEY",  45.359151, -75.784199
WC060,5217,"HENLEY / TAVISTOCK",  45.359097, -75.783791
WC070,4965,"CONNAUGHT / SEVERN",  45.357816, -75.781741
WC080,5218,"SEVERN / CONNAUGHT",  45.357396, -75.781723
WC090,5219,"SEVERN / ARKELL",  45.356370, -75.783974
WC110,4966,"CLARENDA / ALPINE",  45.356462, -75.786279
WC130,5221,"CLARENDA / NEVILLE",  45.355599, -75.789363
WC140,5220,"NEVILE / CLARENDA",  45.355205, -75.789438
WC150,5222,"KELLY / PINECREST",  45.353517, -75.791635
WC251,5955,"PINECREST / RAMP",  45.351021, -75.790748
WC260,4973,"DUMAURIER / PINECREST",  45.352179, -75.791990
WC275,5225,"DUMAURIER / AD. 2850",  45.351265, -75.793072
WC280,5226,"DUMAURIER / WATSON",  45.351767, -75.792836
WC330,2433,"DUMAURIER / ALENMEDE",  45.347737, -75.797038
WC350,5227,"DUMAURIER / AD. 3055",  45.348856, -75.797664
WC355,5229,"DUMAURIER / GRENON",  45.350471, -75.798647
WC357,5228,"DUMAURIER / RICHMOND",  45.351353, -75.800001
WC360,0314,"DUMAURIER / AD. 3056",  45.348646, -75.797745
WC365,5230,"DUMAURIER / BARWELL",  45.350301, -75.798764
WC370,5843,"RAMSEY / DUMAURIER",  45.347843, -75.794187
WC395,5234,"DUMAURIER / RAMSAY",  45.349941, -75.792936
WC400,5233,"RAMSEY / AD. 1066",  45.349291, -75.793927
WC405,5232,"DUMAURIER / RAMSEY",  45.350220, -75.792830
WD020,0951,"RICHMOND / BASELINE",  45.334997, -75.812553
WD030,1142,"RICHMOND / JOHN SUTHERLAND",  45.336790, -75.811358
WD050,6435,"RICHMOND / NANAIMO",  45.342079, -75.808078
WD080,6459,"RICHMOND / BAYSHORE",  45.348681, -75.803161
WD100,5858,"RICHMOND / RIDGEVALLEY",  45.349834, -75.801883
WD110,5856,"RICHMOND / BELLFIELD",  45.349922, -75.801512
WD120,6416,"RICHMOND / LOVITT",  45.352170, -75.799749
WD140,6417,"RICHMOND / GRENON",  45.353691, -75.798352
WD150,6421,"RICHMOND / HIGHFIELD",  45.353481, -75.798380
WD170,6465,"RICHMOND / MARIELLE",  45.355426, -75.796645
WD185,5240,"RICHMOND / HIGH",  45.357648, -75.794997
WD190,6466,"RICHMOND / PINECREST",  45.356447, -75.795714
WD200,5836,"RICHMOND / PINEWOOD",  45.358836, -75.793616
WD210,1555,"RICHMOND / CARLING",  45.359670, -75.793185
WD250,6422,"CARLING / BRITANNIA",  45.360357, -75.793597
WD270,6452,"CARLING / PINECREST",  45.359456, -75.794898
WD290,5241,"CARLING / HIGH",  45.358644, -75.797384
WD300,6463,"CARLING / VICK",  45.358542, -75.796964
WD310,4866,"CARLING / RITCHIE",  45.356948, -75.801196
WD320,6441,"CARLING / GRENON",  45.357042, -75.800301
WD330,5242,"CARLING / SCRIVENS",  45.356078, -75.803147
WD340,5243,"CARLING / ROSEVIEW",  45.355701, -75.803292
WD350,5244,"CARLING / KEMPSTER",  45.355102, -75.805341
WD360,5245,"CARLING / WYLIE",  45.354511, -75.805910
WD370,6786,"BAYSHORE / CARLING",  45.353208, -75.807649
WD385,1169,"WOODRIDGE / AD. 230",  45.352533, -75.807708
WD400,5868,"BAYSHORE / WOODRIDGE",  45.349821, -75.805521
WD410,6428,"WOODRIDGE / AD. 210",  45.351869, -75.809490
WD415,1170,"WOODRIDGE / BAYSHORE PARK",  45.350606, -75.810399
WD430,5246,"WOODRIDGE / AD. 124",  45.350822, -75.810473
WD450,6430,"WOODRIDGE / AD. 130",  45.348731, -75.812821
WD455,1171,"WOODRIDGE / AD. 131",  45.348685, -75.812617
WD470,5248,"WOODRIDGE / AD. 104",  45.347230, -75.813094
WD475,1168,"WOODRIDGE / AD. 91",  45.347156, -75.812789
WD490,5247,"WOODRIDGE / AD. 50",  45.346485, -75.810411
WD495,1167,"WOODRIDGE / AD. 71",  45.346628, -75.810332
WD530,1222,"WOODRIDGE / BAYSHORE",  45.348560, -75.806940
WD558,2869,"HOLLY ACRES / RICHMOND",  45.342955, -75.808501
WD559,0763,"HOLLY ACRES / BAYSHORE STATION",  45.344935, -75.814699
WE020,0949,"JOHN SUTHERLAND / RICHMOND",  45.336875, -75.810515
WE025,0727,"QUEENSWAY CARLETON / IRVING GREENBERG",  45.336993, -75.807719
WE030,0950,"QUEENSWAY CARLETON / EMERGENCY",  45.334940, -75.806073
WE050,1391,"BASELINE / CEDARVIEW",  45.333234, -75.809691
WE060,2310,"BASELINE / ROBERTSON",  45.333797, -75.812019
WE070,0946,"BASELINE / Q.C.H.",  45.333395, -75.806436
WE080,0941,"BASELINE / VALLEY STREAM",  45.333202, -75.806015
WE090,0945,"BASELINE / SIOUX",  45.334386, -75.803668
WE110,4049,"BASELINE / SANDCASTLE",  45.335682, -75.800756
WE130,5249,"BASELINE / MONTEREY",  45.337456, -75.798067
WE190,1145,"BASELINE / GUTHRIE",  45.339071, -75.792905
WE250,4051,"MORRISON / BASELINE",  45.338891, -75.794476
WE270,5260,"MORRISON / DRAPER",  45.339768, -75.795130
WE290,5258,"MORRISON / BERGEN",  45.342378, -75.796628
WE300,5257,"MORRISON / BAYLIE",  45.342883, -75.796724
WE310,5256,"MORRISON / CONSUL",  45.344354, -75.797421
WE330,1699,"MORRISON / SAXTON",  45.345261, -75.795750
WE335,5270,"MORRISON / ASHLEY",  45.345887, -75.793535
WE360,4069,"DRAPER / MORRISON",  45.345583, -75.790948
WE370,5268,"LISA / DRAPER",  45.343775, -75.789644
WF001,0955,"HAANEL / AD. 2",  45.321211, -75.866918
WF010,0915,"WESTCLIFFE / OBERON",  45.317565, -75.841182
WF030,5251,"WESTCLIFFE / PRIAM WAY",  45.316766, -75.840017
WF050,5267,"WESTCLIFFE / SEYTON",  45.316403, -75.837943
WF060,0916,"SEYTON / WESTCLIFFE",  45.316625, -75.837506
WF070,2364,"SEYTON / CYMBELINE",  45.317759, -75.834445
WF090,5265,"SEYTON / TYRRELL",  45.314190, -75.831847
WF110,0917,"SEYTON / SONNET",  45.313657, -75.831547
WF130,5263,"SEYTON / OLD RICHMOND",  45.311812, -75.829885
WF133,1823,"OLD RICHMOND / SEYTON",  45.310122, -75.829631
WF135,5262,"OLD RICHMOND / MOODIE",  45.313415, -75.828629
WF145,5271,"MOODIE / OLD RICHMOND",  45.314146, -75.828926
WF170,5273,"OLD RICHMOND / ARNOLD",  45.315993, -75.827795
WF190,5275,"OLD RICHMOND / AD. 3924",  45.316982, -75.827630
WF210,0921,"OLD RICHMOND / LONGWOOD",  45.319064, -75.826738
WF220,0923,"OLD RICHMOND / TANGLEWOOD",  45.319658, -75.826693
WF230,5277,"OLD RICHMOND / KIMBERLEY",  45.322813, -75.826145
WF260,5279,"OLD RICHMOND / ROBERTSON",  45.324588, -75.826456
WF270,0925,"MOODIE / TYRELL",  45.316942, -75.830029
WF290,5280,"MOODIE / HADLEY",  45.320980, -75.832698
WF312,6477,"MOODIE / ROBERTSON",  45.323725, -75.834413
WF316,1316,"MOODIE / FITZGERALD",  45.325147, -75.835138
WF317,8569,"MOODIE / AD. 200",  45.332474, -75.839338
WF318,5284,"MOODIE / 417 ( MOODIE E)",  45.336181, -75.840928
WF325,5285,"MOODIE / MENTEN",  45.325195, -75.834957
WF327,8570,"MOODIE / AD. 201",  45.333691, -75.839732
WF335,0914,"ROBERTSON / WESTCLIFFE",  45.318754, -75.841707
WF340,0930,"ROBERTSON / FITZGERALD",  45.319536, -75.839730
WF360,5287,"ROBERTSON / MOODIE",  45.321863, -75.834126
WF400,5289,"ROBERTSON / VANIER",  45.323940, -75.828987
WF440,5291,"ROBERTSON / STINSON",  45.326544, -75.822542
WF455,0937,"ROBERTSON / STAFFORD",  45.327520, -75.820234
WF457,5293,"ROBERTSON / NORTHSIDE",  45.328764, -75.817489
WF460,5294,"ROBERTSON / LYNHAR",  45.327677, -75.819326
WF465,5295,"ROBERTSON / BASELINE",  45.332417, -75.814235
WF470,2872,"NORTHSIDE / THORNCLIFF",  45.328829, -75.816340
WF490,5297,"NORTHSIDE / FOOTHILLS",  45.330162, -75.813569
WF530,4902,"LARKSPUR / NORTHSIDE",  45.327935, -75.817372
WF540,5301,"EATON / LYNHAR",  45.326390, -75.817747
WF550,2952,"CASSIDY / GRANGEMILL",  45.329102, -75.809384
WF555,1393,"CASSIDY / BRUIN",  45.326349, -75.808014
WF600,1956,"SEYTON / SEYTON",  45.313665, -75.832848
WF605,1996,"SEYTON / FORESTVIEW",  45.313557, -75.832951
WF620,5306,"SEYTON / FLORIZEL",  45.314760, -75.835437
WF700,6480,"417  RAMP / MOODIE (MOODIE A)",  45.336351, -75.841163
WF703,6962,"FITZGERALD / ROBERTSON",  45.320959, -75.836895
WF705,1383,"FITZGERALD / AD. 25",  45.322369, -75.837630
WF715,1385,"FITZGERALD / AD. 16",  45.324986, -75.836031
WG010,6413,"CARLING / BAYSHORE",  45.353549, -75.809023
WG030,5308,"CARLING / ANDREW HAYDON PARK",  45.351375, -75.814116
WG050,5309,"CARLING / ACRES SIDE",  45.349725, -75.817965
WG060,5310,"CARLING / HOLLY ACRES",  45.349259, -75.818315
WG065,2408,"CARLING / CORKSTOWN",  45.348712, -75.820134
WG070,0902,"CORKSTOWN / CARLING",  45.347850, -75.822096
WG110,5319,"CORKSTOWN / HORNER",  45.346509, -75.825035
WG125,1340,"CORKSTOWN / CREEKWOOD",  45.345231, -75.827985
WG130,4070,"CORKSTOWN / CRYSTAL BEACH",  45.344435, -75.830330
WG180,0899,"CRYSTAL BEACH / CORKSTOWN",  45.344501, -75.830954
WG190,0903,"CRYSTAL BEACH / STILLWATER",  45.345123, -75.831074
WG200,5316,"CRYSTAL BEACH / WEST HERRINGTON",  45.346027, -75.831855
WG210,5317,"CRYSTAL BEACH / BEDALE",  45.346976, -75.832444
WG220,0898,"CRYSTAL BEACH / SOLVA",  45.347907, -75.834794
WG240,5314,"CRYSTAL BEACH / ULLSWATER",  45.349848, -75.835188
WG260,5312,"CRYSTAL BEACH / CARLING",  45.351717, -75.833868
WG280,0908,"CARLING / SUNNY BRAE",  45.352416, -75.834894
WG300,0896,"CARLING / ULLSWATER",  45.352293, -75.839972
WG320,0909,"CARLING / JAMES CUMMINGS",  45.352598, -75.843009
WG350,5324,"CARLING / MOODIE",  45.352841, -75.844627
WG360,0910,"CARLING / GRANDVIEW",  45.354260, -75.848677
WG385,1336,"MURMANSK RUN / CARLING CAMPUS",  45.353603, -75.850297
WG450,1827,"MOODIE / CRYSTAL BAY CENTRE",  45.349802, -75.846104
WG480,5326,"GRANDVIEW / BORDEN",  45.355415, -75.849447
WH002,1288,"WALDEN / AD. 141",  45.328848, -75.920746
WH003,1289,"WALDEN / SLADE",  45.328438, -75.919691
WH006,1292,"WALDEN / IRONSIDE",  45.327532, -75.923795
WH008,1294,"WALDEN / BRYANT",  45.325726, -75.924285
WH009,1295,"WALDEN / WITHERSPOON",  45.325643, -75.923942
WH015,7969,"CARLING / DAVIDSON'S SIDE",  45.351244, -75.866201
WH050,7971,"CARLING / RIFLE",  45.348215, -75.873279
WH081,2093,"CARLING / SHIRLEY'S BAY",  45.344811, -75.881190
WH098,3280,"GOLDRIDGE / STIKINE",  45.317703, -75.925119
WH100,0888,"CARLING / BURKE",  45.342467, -75.886907
WH102,3612,"GOLDRIDGE / HEMLO",  45.315415, -75.921061
WH105,7972,"CARLING / AD. 3859",  45.340830, -75.890510
WH106,3571,"GOLDRIDGE / AFTON",  45.314570, -75.923072
WH107,3611,"GOLDRIDGE / GRENGOLD",  45.314022, -75.923167
WH108,3572,"GOLDRIDGE / INSMILL",  45.311861, -75.924157
WH111,3573,"GOLDRIDGE / CHELTONIA",  45.313137, -75.926837
WH113,3607,"GOLDRIDGE / NORGOLD",  45.314894, -75.926678
WH116,3278,"STIKINE / MARICONA WAY",  45.319155, -75.925755
WH118,3609,"GOLDRIDGE / CAMBIOR",  45.315519, -75.927511
WH119,3279,"STIKINE / NORTOBA",  45.319638, -75.926248
WH120,7977,"HERZBERG / AD. 100",  45.335374, -75.895085
WH122,0645,"HERZBERG / CARLING",  45.338479, -75.896787
WH124,0646,"HERZBERG / BAYFIELD",  45.337206, -75.896010
WH126,0647,"HERZBERG / MARCH",  45.332503, -75.893317
WH174,2499,"CAMPEAU / TERRY FOX",  45.310878, -75.917268
WH182,2088,"KANATA / EARL GREY",  45.311970, -75.910893
WH183,1893,"KANATA / CAMPEAU",  45.312759, -75.915489
WH197,6500,"CARLING / HERZBERG",  45.339190, -75.896933
WH198,0431,"LORD BYNG / KANATA",  45.311941, -75.905234
WH205,5450,"TERRY FOX / CENTRUM",  45.308738, -75.915849
WH220,0857,"LEGGET / AD. 309",  45.340199, -75.905561
WH230,7989,"LEGGET / AD. 310",  45.340073, -75.905575
WH240,7990,"LEGGET / AD. 350",  45.340782, -75.908668
WH260,7991,"LEGGET / SOLANDT",  45.343479, -75.912812
WH310,1894,"MARCH / SOLANDT",  45.342117, -75.916323
WH315,7410,"SCHNEIDER / CARLING",  45.338960, -75.902741
WH320,7985,"MARCH ROAD / CARLING",  45.338156, -75.910775
WH330,0867,"MARCH / STATION",  45.338204, -75.911387
WH345,0858,"MARCH / TERON",  45.334830, -75.906318
WH349,0574,"MARCH / AD. 365",  45.337211, -75.910168
WH360,7980,"TERON / STEACIE",  45.333509, -75.904942
WH364,0341,"KANATA / STIKINE",  45.320440, -75.927234
WH366,1296,"KANATA / WALDEN",  45.323756, -75.922736
WH368,1298,"KANATA / KEYROCK",  45.320459, -75.927400
WH374,3580,"KANATA / GOULBURN",  45.323438, -75.923990
WH380,7979,"TERON / BETHUNE",  45.332023, -75.902916
WH400,0874,"TERON / PENFIELD",  45.329902, -75.900068
WH410,6891,"TERON / BEAVERBROOK",  45.330003, -75.900462
WH420,0871,"TERON / AD. 989",  45.327917, -75.897308
WH443,0526,"PARKWAY / EARL OF MARCH H.S.",  45.324115, -75.894758
WH460,6446,"TERON / SALTER",  45.323232, -75.891056
WH480,0872,"PENFIELD / TERON",  45.325574, -75.893187
WH490,5328,"PENFIELD / BANTING",  45.327823, -75.891440
WH500,0873,"PENFIELD / SELWYN",  45.330748, -75.893131
WH506,5327,"PENFIELD / RUTHERFORD",  45.331119, -75.898690
WH530,0822,"BEAVERBROOK / LEACOCK",  45.328609, -75.900617
WH531,3358,"BEAVERBROOK / GOW PARK PATH",  45.327465, -75.903767
WH535,0879,"BEAVERBROOK / AD. 2",  45.327891, -75.902551
WH540,5338,"BEAVERBROOK / VARLEY",  45.327556, -75.903932
WH546,1818,"BEAVERBROOK / WESLOCK",  45.326558, -75.911099
WH565,5333,"VARLEY / CARR",  45.329874, -75.910172
WH585,5340,"VARLEY / CASSON",  45.333411, -75.908451
WH595,5345,"VARLEY / WEEPING WILLOW LANE",  45.331992, -75.905544
WH605,5343,"VARLEY / MILNE",  45.329999, -75.904749
WH615,6877,"LEACOCK / BEVERBROOK",  45.327192, -75.904829
WH625,5348,"LEACOCK / PENTLAND",  45.324938, -75.904100
WH635,5346,"LEACOCK / AD. 51",  45.323466, -75.901449
WH645,5341,"LEACOCK / SANDWELL",  45.324788, -75.897813
WH655,5351,"LEACOCK / AD. 84",  45.326462, -75.897782
WH665,5352,"LEACOCK / KINGSFORD",  45.328112, -75.900074
WH702,1814,"CAMPEAU / TERON",  45.322513, -75.891319
WH710,2422,"CAMPEAU / JOHN MLACAK ARENA",  45.320839, -75.894717
WH720,6386,"CAMPEAU / GRAY",  45.318845, -75.897136
WH730,6388,"CAMPEAU / DRYSDALE",  45.317881, -75.898587
WH732,6583,"CAMPEAU / KNUDSON",  45.317178, -75.900138
WH744,7260,"KEYROCK / BRUNSKILL",  45.320284, -75.930170
WH746,7259,"KEYROCK / TORBEC",  45.319595, -75.931031
WH750,7079,"KEYROCK / LAUGHLIN",  45.320726, -75.934005
WH752,7078,"KEYROCK / TISCHART",  45.322998, -75.933025
WH754,7077,"KEYROCK / DOYON",  45.322811, -75.933435
WH756,7076,"KEYROCK / GOULBOURN FORCED",  45.325616, -75.929602
WH758,7075,"KEYROCK / NETTLESHIP",  45.325291, -75.931038
WH769,1111,"GOULBOURN FORCED / BADGELEY",  45.323531, -75.928058
WH805,1815,"KNUDSON / CAMPEAU",  45.317598, -75.901192
WH825,5354,"KNUDSON / SHERK",  45.319607, -75.905036
WH835,5356,"KNUDSON / NELFORD",  45.322038, -75.907141
WH850,1875,"WESLOCK / KNUDSON",  45.325552, -75.911352
WH851,1286,"WESLOCK / WALDEN",  45.329738, -75.915213
WH852,1285,"WESLOCK / ZOKOL",  45.327271, -75.913299
WH860,5786,"KNUDSON / WESLOCK",  45.325248, -75.911789
WH862,1846,"KNUDSON / HALLDORSON",  45.324638, -75.910341
WH864,5360,"KNUDSON / GOULDING",  45.323874, -75.914163
WH868,5358,"KNUDSON / SHAUGHNESSY",  45.322674, -75.915323
WH871,5357,"KNUDSON / LANGFORD",  45.322274, -75.917994
WH873,5363,"KANATA / SHERRING",  45.320703, -75.918647
WH874,1847,"KANATA / KNUDSON",  45.320487, -75.918764
WH876,5375,"KANATA / GOLDRIDGE",  45.318609, -75.919332
WH884,5365,"KANATA / EVANSHAN",  45.315659, -75.919515
WH885,5368,"KANATA / HIGHMOUNT",  45.314204, -75.918293
WH887,5369,"KANATA / ROBSON",  45.314501, -75.918417
WH889,5828,"CAMPEAU / STONECROFT",  45.315351, -75.906206
WH893,1138,"CAMPEAU / CANACHER",  45.316177, -75.903133
WH894,6584,"CAMPEAU / MARITIME",  45.316795, -75.900869
WI010,1702,"EAGLESON / KATIMAVIK",  45.313871, -75.882394
WI015,0836,"EAGLESON / TIMM",  45.314213, -75.882301
WI020,0826,"EAGLESON / KAKULU",  45.309891, -75.880142
WI040,3300,"EAGLESON / SHATNER",  45.307535, -75.878841
WI060,1733,"KAKULU / EAGLESON",  45.310015, -75.881454
WI076,1725,"KAKULU / BERNIER",  45.306544, -75.892063
WI078,5379,"KAKULU / CASTLEFRANK",  45.304860, -75.895116
WI080,0842,"KATIMAVIK / EAGLESON",  45.314389, -75.883332
WI110,6174,"KATIMAVIK / CHIMO",  45.314927, -75.886260
WI120,0846,"KATIMAVIK / PEARY",  45.315706, -75.888815
WI140,6176,"KATIMAVIK / BEAUFORT",  45.314514, -75.891481
WI160,1826,"KATIMAVIK / WHITNEY",  45.312323, -75.894055
WI185,6178,"KATIMAVIK / CASTLEFRANK",  45.308491, -75.899363
WI186,0806,"KATIMAVIK / MCGIBBON",  45.306813, -75.902033
WI187,6170,"KATIMAVIK / DAVIS",  45.304590, -75.905372
WI188,6193,"KATIMAVIK / AD. 200",  45.303774, -75.906056
WI189,3503,"KATIMAVIK / TERRY FOX",  45.302681, -75.907011
WI196,6169,"KATIMAVIK / SEWELL",  45.306821, -75.901784
WI197,6168,"KATIMAVIK / CURRAN",  45.304589, -75.905180
WI198,6167,"KATIMAVIK / PATHWAY",  45.303711, -75.905993
WI229,1278,"CASTLEFRANK / KATIMAVIK",  45.309201, -75.898987
WI230,3361,"CASTLEFRANK / AIRD",  45.309922, -75.900069
WI285,3504,"HAZELDEAN / EDGEWATER",  45.294712, -75.893898
WI350,5377,"ROBERTSON / MILL HILL",  45.317700, -75.844202
WI395,5381,"ROBERTSON / HAANEL",  45.311297, -75.859441
WI450,5390,"ROBERTSON / GREENBELT",  45.305206, -75.874136
WI475,5603,"HAZELDEAN / EAGLESON",  45.303607, -75.878042
WI482,6298,"HAZELDEAN / CARBROOK",  45.302965, -75.879172
WI485,0828,"HAZELDEAN / IRWIN GATE",  45.302449, -75.880682
WI490,6166,"HAZELDEAN / CARBROOKE",  45.302251, -75.880845
WI505,5644,"HAZELDEAN / CASTLEFRANK",  45.299099, -75.887003
WI531,8086,"CASTLEFRANK / HAZELDEAN",  45.297534, -75.889865
WI540,6179,"CASTLEFRANK / MACNEIL",  45.298610, -75.890886
WI555,6191,"CASTLEFRANK / MCCURDY",  45.300432, -75.893442
